"record_id","month","day","year","AverageTemperatureFahr","AverageTemperatureUncertaintyFahr","City","country_id","Country","Latitude","Longitude"2847699,"04","01","2013",61.2032,32.7074,"Hamilton","NEW","New Zealand","37.78S","174.92E"
2847700,"05","01","2013",54.9878,32.5832,"Hamilton","NEW","New Zealand","37.78S","174.92E"
2847701,"06","01","2013",50.9306,32.5526,Hamilton,"",NA,"37.78S","174.92E"
2847702,"07","01","2013",49.334,32.9558,"Hamilton","NEW","New Zealand","37.78S","174.92E"
2847703,"08","01","2013",52.8476,32.9054,"Hamilton","NEW","New Zealand","37.78S","174.92E"
476300,"05","01","2013",59.5004,32.8064,"Auckland","NEW","New Zealand","36.17S","175.03E"
476301,"06","01","2013",56.21,32.6768,"Auckland","NEW","New Zealand","36.17S","175.03E"
476302,"07","01","2013",54.221,32.9774,"Auckland","NEW","New Zealand","36.17S","175.03E"
476303,"08","01","2013",56.7644,32.8118,"Auckland","NEW","New Zealand","36.17S","175.03E"
